episode_id,input_kind,family,dataset_id,horizon_months,coverage,corrected_mean_config,cost_scenario,policy,terminal_wealth,terminal_cash,terminal_units,total_fees,mean_guardrail_floor,theorem_scope
monotone-decline-primary,synthetic,monotone-decline,deterministic-adversarial-v1,5,0.75,identity-a0-b0,frictionless,dca,3225.98845598845598845598845598845598845598845598845598845599,0,49.6305916305916305916305916305916305916305916305916305916306,0,,epsilon-dca
monotone-decline-primary,synthetic,monotone-decline,deterministic-adversarial-v1,5,0.75,identity-a0-b0,frictionless,neutral_guarded,3426.07761286332714904143475572047000618429189857761286332714,521.933621933621933621933621933621933621933621933621933621934,44.6791383219954648526077097505668934240362811791383219954648,0,557.51470057720057720057720057720057720057720057720057720058,epsilon-dca
monotone-decline-primary,synthetic,monotone-decline,deterministic-adversarial-v1,5,0.75,identity-a0-b0,frictionless,corrected_guarded,3395.67295549497607915710598663373735312525939019305702996212,387.082093613276988320198815032420068856032432290444655099696,46.2860132597184475513370334092510351426034916600401903824988,0,539.438147944826826059974857850637929806850210412650550705674,epsilon-dca
monotone-decline-primary,synthetic,monotone-decline,deterministic-adversarial-v1,5,0.75,identity-a0-b0,proportional-10bps,dca,3222.76569029815783062536309289556042802796049549296302543055,0.000000000000000000000000000000000000000000000000000000001,49.5810106199716589326978937368547758158147768537378926989316,4.995004995004995004995004995004995004995004995004995004995,,outside-current-safety-theorem
monotone-decline-primary,synthetic,monotone-decline,deterministic-adversarial-v1,5,0.75,identity-a0-b0,proportional-10bps,neutral_guarded,3423.11097077619827803809143931646700865932188465119877570199,521.732672526189779023502100268846652689227054565369241059823,44.6365892038462846002244513699633900918476127705512236098795,4.47379353393987035062587202770344989741335958584878197696321,557.659765280990409308843921384028828831977531629328583423642,outside-current-safety-theorem
monotone-decline-primary,synthetic,monotone-decline,deterministic-adversarial-v1,5,0.75,identity-a0-b0,proportional-10bps,corrected_guarded,3392.60809924032707366482376619145045668429489556724238111116,386.911578358167582391133966410283595323011381267245242623735,46.2414849366486075580567661504794901747889771430768790536526,4.6084799417001322853235424910986177868900985202125422151611,539.60468245334369956931495597024811497817049279414827258204,outside-current-safety-theorem
monotone-decline-primary,synthetic,monotone-decline,deterministic-adversarial-v1,5,0.75,identity-a0-b0,fixed-1-usd,dca,3222.76246753246753246753246753246753246753246753246753246753,0,49.5809610389610389610389610389610389610389610389610389610389,5,,outside-current-safety-theorem
monotone-decline-primary,synthetic,monotone-decline,deterministic-adversarial-v1,5,0.75,identity-a0-b0,fixed-1-usd,neutral_guarded,3422.72822820037105751391465677179962894248608534322820037106,521.571825396825396825396825396825396825396825396825396825405,44.6331754277468563182848897134611420325706039991754277468563,5,557.784251984126984126984126984126984126984126984126984126984,outside-current-safety-theorem
monotone-decline-primary,synthetic,monotone-decline,deterministic-adversarial-v1,5,0.75,identity-a0-b0,fixed-1-usd,corrected_guarded,3392.34352958159142604521563163675575724853124522475662414103,386.813331087783241140038737180985465403586110830109726222338,46.2389261306739720754642599147041583360760789906868753525952,5,539.719020683629298772488329804351555079422031020479776967116,outside-current-safety-theorem
monotone-decline-primary,synthetic,monotone-decline,deterministic-adversarial-v1,5,0.5,identity-a0-b0,frictionless,dca,3225.98845598845598845598845598845598845598845598845598845599,0,49.6305916305916305916305916305916305916305916305916305916306,0,,epsilon-dca
